symbol,name,marketCap,exchange,sector,industry,yahooFinanceSymbol
ALKALI,Alkali Metals Limited,8075,NSE,Basic Materials,Specialty Chemicals,ALKALI.NS
MCL,Madhav Copper Limited,8061,NSE,Basic Materials,Copper,MCL.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,8047,NSE,Technology,Software—Application,TREJHARA.NS
TARMAT,Tarmat Limited,7992,NSE,Industrials,Engineering & Construction,TARMAT.NS
MKPL,M K Proteins Limited,7987,NSE,,,MKPL.NS
ANIKINDS,Anik Industries Limited,7951,NSE,Consumer Defensive,Food Distribution,ANIKINDS.NS
RSSOFTWARE,R. S. Software (India) Limited,7944,NSE,Technology,Information Technology Services,RSSOFTWARE.NS
MOKSH,Moksh Ornaments Limited,7888,NSE,Consumer Cyclical,Luxury Goods,MOKSH.NS
JETFREIGHT,Jet Freight Logistics Limited,7813,NSE,Industrials,Integrated Freight & Logistics,JETFREIGHT.NS
SHREERAMA,Shree Rama Multi-Tech Limited,7747,NSE,Consumer Cyclical,Packaging & Containers,SHREERAMA.NS
ARCHIDPLY,Archidply Industries Limited,7727,NSE,Basic Materials,Lumber & Wood Production,ARCHIDPLY.NS
SUMEETINDS,Sumeet Industries Limited,7721,NSE,Consumer Cyclical,Textile Manufacturing,SUMEETINDS.NS
SIL,Standard Industries Limited,7719,NSE,Consumer Cyclical,Textile Manufacturing,SIL.NS
CINEVISTA,Cinevista Limited,7610,NSE,Communication Services,Entertainment,CINEVISTA.NS
KEYFINSERV,Keynote Financial Services Limited,7597,NSE,Financial Services,Capital Markets,KEYFINSERV.NS
MORARJEE,Morarjee Textiles Limited,7521,NSE,Consumer Cyclical,Textile Manufacturing,MORARJEE.NS
NITIRAJ,Nitiraj Engineers Limited,7473,NSE,Technology,Scientific & Technical Instruments,NITIRAJ.NS
SAMBHAAV,Sambhaav Media Limited,7453,NSE,Communication Services,Publishing,SAMBHAAV.NS
DELTAMAGNT,Delta Manufacturing Limited,7390,NSE,Industrials,Specialty Industrial Machinery,DELTAMAGNT.NS
BCONCEPTS,Brand Concepts Limited,7382,NSE,Consumer Cyclical,Footwear & Accessories,BCONCEPTS.NS
TIRUPATI,Shree Tirupati Balajee FIBC Limited,7344,NSE,,,TIRUPATI.NS
AGRITECH,Agri-Tech (India) Limited,7315,NSE,Consumer Defensive,Farm Products,AGRITECH.NS
SONAMCLOCK,Sonam Clock Limited,7221,NSE,Consumer Cyclical,356,SONAMCLOCK.NS
PUNJLLOYD,Punj Lloyd Limited,7215,NSE,Industrials,Engineering & Construction,PUNJLLOYD.NS
HINDCON,Hindcon Chemicals Limited,7126,NSE,Basic Materials,Specialty Chemicals,HINDCON.NS
AMBANIORG,Ambani Organics Limited,7076,NSE,,,AMBANIORG.NS
GLOBAL,Global Education Limited,7070,NSE,Consumer Defensive,Education & Training Services,GLOBAL.NS
VAISHALI,Vaishali Pharma Limited,6976,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,VAISHALI.NS
PRECISION,Precision Metaliks Limited,6975,NSE,,,PRECISION.NS
GEEKAYWIRE,Geekay Wires Limited,6966,NSE,Industrials,Electrical Equipment & Parts,GEEKAYWIRE.NS
MAHICKRA,Mahickra Chemicals Limited,6904,NSE,,,MAHICKRA.NS
URAVI,Uravi T and Wedge Lamps Limited,6875,NSE,,,URAVI.NS
SICAL,Sical Logistics Limited,6847,NSE,Industrials,Integrated Freight & Logistics,SICAL.NS
PNC,Pritish Nandy Communications Limited,6836,NSE,Communication Services,Entertainment,PNC.NS
UTTAMSTL,Uttam Galva Steels Limited,6828,NSE,Basic Materials,Steel,UTTAMSTL.NS
TARACHAND,Tara Chand Logistic Solutions Limited,6822,NSE,,,TARACHAND.NS
PROLIFE,Prolife Industries Limited,6788,NSE,,,PROLIFE.NS
CELEBRITY,Celebrity Fashions Limited,6769,NSE,Consumer Cyclical,Apparel Manufacturing,CELEBRITY.NS
AJOONI,Ajooni Biotech Limited,6734,NSE,Consumer Defensive,Packaged Foods,AJOONI.NS
HISARMETAL,Hisar Metal Industries Limited,6612,NSE,Basic Materials,Steel,HISARMETAL.NS
DGCONTENT,Digicontent Limited,6575,NSE,Communication Services,Internet Content & Information,DGCONTENT.NS
PRITI,Priti International Limited,6558,NSE,Consumer Cyclical,48,PRITI.NS
NIBL,NRB Industrial Bearings Limited,6542,NSE,Industrials,Tools & Accessories,NIBL.NS
KRITIKA,Kritika Wires Limited,6515,NSE,Basic Materials,Steel,KRITIKA.NS
SUPREMEENG,Supreme Engineering Limited,6499,NSE,Basic Materials,Steel,SUPREMEENG.NS
SAGARDEEP,Sagardeep Alloys Limited,6490,NSE,Basic Materials,Copper,SAGARDEEP.NS
ORIENTLTD,Orient Press Limited,6490,NSE,Consumer Cyclical,Packaging & Containers,ORIENTLTD.NS
CORDSCABLE,Cords Cable Industries Limited,6490,NSE,Industrials,Electrical Equipment & Parts,CORDSCABLE.NS
JAKHARIA,JAKHARIA FABRIC LIMITED,6482,NSE,,,JAKHARIA.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,6433,NSE,Basic Materials,Specialty Chemicals,TAINWALCHM.NS
BMETRICS,Bombay Metrics Supply Chain Limited,6411,NSE,,,BMETRICS.NS
EXCEL,Excel Realty N Infra Limited,6348,NSE,Industrials,Conglomerates,EXCEL.NS
GLOBALVECT,Global Vectra Helicorp Limited,6342,NSE,Industrials,Airports & Air Services,GLOBALVECT.NS
KALYANIFRG,Kalyani Forge Limited,6328,NSE,Consumer Cyclical,Auto Parts,KALYANIFRG.NS
SUPERSPIN,Super Spinning Mills Limited,6325,NSE,Consumer Cyclical,Textile Manufacturing,SUPERSPIN.NS
LEXUS,Lexus Granito (India) Limited,6314,NSE,,,LEXUS.NS
VINNY,Vinny Overseas Limited,6252,NSE,,,VINNY.NS
AVROIND,AVRO INDIA LIMITED,6204,NSE,Consumer Cyclical,44,AVROIND.NS
BANARBEADS,Banaras Beads Limited,6105,NSE,Consumer Cyclical,Footwear & Accessories,BANARBEADS.NS
SIKKO,Sikko Industries Limited,6104,NSE,Basic Materials,Agricultural Inputs,SIKKO.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,6081,NSE,Basic Materials,Specialty Chemicals,OMKARCHEM.NS
PANACHE,Panache Digilife Limited,6048,NSE,Technology,Communication Equipment,PANACHE.NS
INDSWFTLTD,Ind-Swift Limited,6039,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,INDSWFTLTD.NS
ARCHIES,Archies Limited,5996,NSE,Consumer Cyclical,Specialty Retail,ARCHIES.NS
VASWANI,Vaswani Industries Limited,5985,NSE,Basic Materials,Steel,VASWANI.NS
MALUPAPER,Malu Paper Mills Limited,5920,NSE,Basic Materials,Paper & Paper Products,MALUPAPER.NS
BEARDSELL,Beardsell Limited,5920,NSE,Industrials,Building Products & Equipment,BEARDSELL.NS
AAATECH,Aaa Technologies Limited,5900,NSE,,,AAATECH.NS
SECURCRED,SecUR Credentials Limited,5829,NSE,,,SECURCRED.NS
BDR,BDR Buildcon Limited,5824,NSE,,,BDR.NS
HPIL,Hindprakash Industries Limited,5775,NSE,,,HPIL.NS
MTEDUCARE,MT Educare Limited,5670,NSE,Consumer Defensive,Education & Training Services,MTEDUCARE.NS
JAIPURKURT,Nandani Creation Limited,5634,NSE,,,JAIPURKURT.NS
AURDIS,Aurangabad Distillery Limited,5609,NSE,,,AURDIS.NS
MERCATOR,Mercator Limited,5595,NSE,Energy,Thermal Coal,MERCATOR.NS
AARVEEDEN,Aarvee Denims & Exports Limited,5595,NSE,Consumer Cyclical,Textile Manufacturing,AARVEEDEN.NS
TERASOFT,Tera Software Limited,5580,NSE,Technology,Information Technology Services,TERASOFT.NS
FLEXITUFF,Flexituff Ventures International Limited,5549,NSE,Consumer Cyclical,Textile Manufacturing,FLEXITUFF.NS
GAL,Gyscoal Alloys Limited,5540,NSE,Basic Materials,Steel,GAL.NS
HOVS,HOV Services Limited,5529,NSE,Technology,Information Technology Services,HOVS.NS
CALSOFT,California Software Company Limited,5503,NSE,Technology,Software—Application,CALSOFT.NS
DHARSUGAR,Dharani Sugars & Chemicals Limited,5478,NSE,Consumer Defensive,Confectioners,DHARSUGAR.NS
BURNPUR,Burnpur Cement Limited,5469,NSE,Basic Materials,Building Materials,BURNPUR.NS
PARTYCRUS,Party Cruisers Limited,5432,NSE,,,PARTYCRUS.NS
ARSSINFRA,ARSS Infrastructure Projects Limited,5412,NSE,Industrials,Infrastructure Operations,ARSSINFRA.NS
VARDMNPOLY,Vardhman Polytex Limited,5372,NSE,Consumer Cyclical,Textile Manufacturing,VARDMNPOLY.NS
ICDSLTD,ICDS Limited,5347,NSE,Real Estate,Real Estate Services,ICDSLTD.NS
ATALREAL,Atal Realtech Limited,5307,NSE,,,ATALREAL.NS
EASTSILK,Eastern Silk Industries Limited,5290,NSE,Consumer Cyclical,Textile Manufacturing,EASTSILK.NS
SHRADHA,Shradha Infraprojects Limited,5285,NSE,Real Estate,Real Estate Services,SHRADHA.NS
ZENITHEXPO,Zenith Exports Limited,5256,NSE,Consumer Cyclical,Textile Manufacturing,ZENITHEXPO.NS
BALKRISHNA,Balkrishna Paper Mills Limited,5198,NSE,Consumer Cyclical,Packaging & Containers,BALKRISHNA.NS
MDL,Marvel Decor Limited,5197,NSE,,,MDL.NS
NPST,Network People Services Technologies Limited,5170,NSE,,,NPST.NS
WEWIN,WE WIN LIMITED,5116,NSE,,,WEWIN.NS
KKVAPOW,KKV Agro Powers Limited,5116,NSE,,,KKVAPOW.NS
BVCL,Barak Valley Cements Limited,5086,NSE,Basic Materials,Building Materials,BVCL.NS
MHHL,Mohini Health & Hygiene Limited,5042,NSE,,,MHHL.NS
DCI,DC Infotech and Communication Limited,5040,NSE,,,DCI.NS
ROLLT,Rollatainers Limited,5003,NSE,Industrials,Conglomerates,ROLLT.NS
TIMESGTY,Times Guaranty Limited,4964,NSE,Financial Services,Asset Management,TIMESGTY.NS
MARSHALL,Marshall Machines Limited,4954,NSE,Industrials,Specialty Industrial Machinery,MARSHALL.NS
CMICABLES,CMI Limited,4896,NSE,Industrials,Electrical Equipment & Parts,CMICABLES.NS
WIPL,The Western India Plywoods Limited,4889,NSE,Basic Materials,Lumber & Wood Production,WIPL.NS
CYBERMEDIA,Cyber Media (India) Limited,4880,NSE,Communication Services,Publishing,CYBERMEDIA.NS
COOLCAPS,Cool Caps Industries Limited,4838,NSE,,,COOLCAPS.NS
AISL,ANI Integrated Services Limited,4834,NSE,,,AISL.NS
VIVIDHA,Visagar Polytex Limited,4830,NSE,Consumer Cyclical,Textile Manufacturing,VIVIDHA.NS
KHFM,Khfm Hospitality And Facility Management Services Limited,4731,NSE,,,KHFM.NS
AGROPHOS,Agro Phos India Limited,4683,NSE,Basic Materials,Agricultural Inputs,AGROPHOS.NS
MRO,M.R. Organisation Limited,4651,NSE,Industrials,Specialty Industrial Machinery,MRO.NS
MADHAV,Madhav Marbles and Granites Limited,4643,NSE,Industrials,Building Products & Equipment,MADHAV.NS
FMNL,Future Market Networks Limited,4632,NSE,Real Estate,Real Estate Services,FMNL.NS
NAGREEKEXP,Nagreeka Exports Limited,4625,NSE,Consumer Cyclical,Textile Manufacturing,NAGREEKEXP.NS
NIDAN,Nidan Laboratories and Healthcare Limited,4615,NSE,,,NIDAN.NS
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,4543,NSE,Consumer Defensive,Household & Personal Products,AMBICAAGAR.NS
ABCOTS,A B Cotspin India Limited,4523,NSE,,,ABCOTS.NS
LCCINFOTEC,LCC Infotech Limited,4494,NSE,Consumer Defensive,Education & Training Services,LCCINFOTEC.NS
KRIDHANINF,Kridhan Infra Limited,4407,NSE,Basic Materials,Steel,KRIDHANINF.NS
VINEETLAB,Vineet Laboratories Limited,4393,NSE,Basic Materials,Chemicals,VINEETLAB.NS
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,4376,NSE,Consumer Cyclical,Lodging,HAVISHA.NS
COUNCODOS,Country Condo's Limited,4345,NSE,Real Estate,Real Estate—Development,COUNCODOS.NS
BANG,Bang Overseas Limited,4339,NSE,Consumer Cyclical,Apparel Manufacturing,BANG.NS
EDUCOMP,Educomp Solutions Limited,4286,NSE,Consumer Defensive,Education & Training Services,EDUCOMP.NS
LIBAS,Libas Consumer Products Limited,4260,NSE,Consumer Cyclical,Apparel Manufacturing,LIBAS.NS
RELIABLE,Reliable Data Services Limited,4231,NSE,,,RELIABLE.NS
MADHUCON,Madhucon Projects Limited,4206,NSE,Industrials,Engineering & Construction,MADHUCON.NS
MAGNUM,Magnum Ventures Limited,4155,NSE,Basic Materials,Paper & Paper Products,MAGNUM.NS
ANSALHSG,Ansal Housing Limited,4127,NSE,Real Estate,Real Estate—Development,ANSALHSG.NS
OILCOUNTUB,Oil Country Tubular Limited,4119,NSE,Energy,Oil & Gas Equipment & Services,OILCOUNTUB.NS
UCL,Ushanti Colour Chem Limited,4089,NSE,,,UCL.NS
HILTON,Hilton Metal Forging Limited,4007,NSE,Industrials,Metal Fabrication,HILTON.NS
JETKNIT,Jet Knitwears Limited,4006,NSE,,,JETKNIT.NS
MANUGRAPH,Manugraph India Limited,4000,NSE,Industrials,Specialty Industrial Machinery,MANUGRAPH.NS
AKG,Akg Exim Limited,3972,NSE,Consumer Defensive,Packaged Foods,AKG.NS
ASLIND,ASL Industries Limited,3958,NSE,,,ASLIND.NS
SOMICONVEY,Somi Conveyor Beltings Limited,3911,NSE,Industrials,Specialty Industrial Machinery,SOMICONVEY.NS
SHAIVAL,Shaival Reality Limited,3825,NSE,,,SHAIVAL.NS
SURANI,Surani Steel Tubes Limited,3811,NSE,,,SURANI.NS
DIGJAMLMTD,Digjam Limited,3800,NSE,,,DIGJAMLMTD.NS
SWARAJ,Swaraj Suiting Limited,3758,NSE,,,SWARAJ.NS
KARMAENG,Karma Energy Limited,3731,NSE,Utilities,Utilities—Renewable,KARMAENG.NS
SANGINITA,Sanginita Chemicals Limited,3609,NSE,Basic Materials,Chemicals,SANGINITA.NS
HECPROJECT,HEC Infra Projects Limited,3533,NSE,Industrials,Engineering & Construction,HECPROJECT.NS
PIGL,Power & Instrumentation (Gujarat) Limited,3492,NSE,,,PIGL.NS
HBSL,HB Stockholdings Limited,3480,NSE,Financial Services,Capital Markets,HBSL.NS
SUMIT,Sumit Woods Limited,3441,NSE,Real Estate,Real Estate—Development,SUMIT.NS
GIRIRAJ,Giriraj Civil Developers Limited,3439,NSE,,,GIRIRAJ.NS
MILTON,Milton Industries Limited,3399,NSE,,,MILTON.NS
CROWN,Crown Lifters Limited,3399,NSE,Industrials,Rental & Leasing Services,CROWN.NS
TREEHOUSE,Tree House Education & Accessories Limited,3385,NSE,Consumer Defensive,Education & Training Services,TREEHOUSE.NS
ORIENTALTL,Oriental Trimex Limited,3379,NSE,Industrials,Building Products & Equipment,ORIENTALTL.NS
PATINTLOG,Patel Integrated Logistics Limited,3359,NSE,Industrials,Integrated Freight & Logistics,PATINTLOG.NS
SETUINFRA,Setubandhan Infrastructure Limited,3330,NSE,Industrials,Engineering & Construction,SETUINFRA.NS
CUBEXTUB,Cubex Tubings Limited,3322,NSE,Basic Materials,Copper,CUBEXTUB.NS
REXPIPES,Rex Pipes And Cables Industries Limited,3290,NSE,,,REXPIPES.NS
TMRVL,The Mandhana Retail Ventures Limited,3246,NSE,Consumer Cyclical,Apparel Retail,TMRVL.NS
SUPREMEINF,Supreme Infrastructure India Limited,3238,NSE,Industrials,Engineering & Construction,SUPREMEINF.NS
LAXMICOT,Laxmi Cotspin Limited,3224,NSE,Consumer Cyclical,Textile Manufacturing,LAXMICOT.NS
SSINFRA,S.S. Infrastructure Development Consultants Limited,3217,NSE,,,SSINFRA.NS
VSCL,Vadivarhe Speciality Chemicals Limited,3196,NSE,,,VSCL.NS
DKEGL,D.K. Enterprises Global Limited,3191,NSE,,,DKEGL.NS
NEXTMEDIA,Next Mediaworks Limited,3177,NSE,Communication Services,Broadcasting,NEXTMEDIA.NS
KSHITIJPOL,Kshitij Polyline Limited,3176,NSE,,,KSHITIJPOL.NS
TIMESCAN,Timescan Logistics (India) Limited,3145,NSE,,,TIMESCAN.NS
VIVO,Vivo Collaboration Solutions Limited,3139,NSE,,,VIVO.NS
VIJIFIN,Viji Finance Limited,3135,NSE,Financial Services,Credit Services,VIJIFIN.NS
21STCENMGM,21st Century Management Services Limited,3119,NSE,Financial Services,Capital Markets,21STCENMGM.NS
PEARLPOLY,Pearl Polymers Limited,3056,NSE,Consumer Cyclical,Packaging & Containers,PEARLPOLY.NS
CADSYS,Cadsys (India) Limited,3039,NSE,,,CADSYS.NS
SILGO,Silgo Retail Limited,2968,NSE,Consumer Cyclical,Luxury Goods,SILGO.NS
LGHL,Laxmi Goldorna House Limited,2964,NSE,,,LGHL.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,2937,NSE,Financial Services,Asset Management,LFIC.NS
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,2887,NSE,,,SONAHISONA.NS
DNAMEDIA,Diligent Media Corporation Limited,2825,NSE,Communication Services,Publishing,DNAMEDIA.NS
MOHITIND,Mohit Industries Limited,2789,NSE,Consumer Cyclical,Textile Manufacturing,MOHITIND.NS
INFOMEDIA,Infomedia Press Limited,2786,NSE,Financial Services,Shell Companies,INFOMEDIA.NS
GOLDSTAR,Goldstar Power Limited,2701,NSE,,,GOLDSTAR.NS
NARMADA,Narmada Agrobase Limited,2696,NSE,,,NARMADA.NS
TGBHOTELS,TGB Banquets And Hotels Limited,2680,NSE,Consumer Cyclical,Lodging,TGBHOTELS.NS
ACEINTEG,Ace Integrated Solutions Limited,2652,NSE,,,ACEINTEG.NS
SHANTI,Shanti Overseas (India) Limited,2627,NSE,Consumer Defensive,Farm Products,SHANTI.NS
3PLAND,3P Land Holdings Limited,2610,NSE,,,3PLAND.NS
ASCOM,Ascom Leasing & Investments Limited,2608,NSE,,,ASCOM.NS
LATTEYS,Latteys Industries Limited,2597,NSE,,,LATTEYS.NS
ADL,Archidply Decor Limited,2588,NSE,Consumer Cyclical,50,ADL.NS
TANTIACONS,Tantia Constructions Limited,2494,NSE,Industrials,Engineering & Construction,TANTIACONS.NS
KHANDSE,Khandwala Securities Limited,2453,NSE,Financial Services,Capital Markets,KHANDSE.NS
ZENITHSTL,Zenith Steel Pipes & Industries Limited,2419,NSE,Basic Materials,Steel,ZENITHSTL.NS
SOMATEX,Soma Textiles & Industries Limited,2411,NSE,Consumer Cyclical,Textile Manufacturing,SOMATEX.NS
UNIINFO,Uniinfo Telecom Services Limited,2369,NSE,Communication Services,Telecom Services,UNIINFO.NS
RKDL,Ravi Kumar Distilleries Limited,2352,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,RKDL.NS
RICHA,Richa Info Systems Limited,2333,NSE,,,RICHA.NS
WILLAMAGOR,Williamson Magor & Company Limited,2301,NSE,Financial Services,Credit Services,WILLAMAGOR.NS
SILLYMONKS,Silly Monks Entertainment Limited,2287,NSE,Communication Services,Entertainment,SILLYMONKS.NS
QUADPRO,Quadpro Ites Limited,2275,NSE,,,QUADPRO.NS
METALFORGE,Metalyst Forgings Limited,2265,NSE,Industrials,Metal Fabrication,METALFORGE.NS
ANTGRAPHIC,Antarctica Limited,2170,NSE,Consumer Cyclical,Packaging & Containers,ANTGRAPHIC.NS
JALAN,Jalan Transolutions (India) Limited,2152,NSE,,,JALAN.NS
GICL,Globe International Carriers Limited,2146,NSE,,,GICL.NS
MITTAL,Mittal Life Style Limited,2128,NSE,Consumer Cyclical,Textile Manufacturing,MITTAL.NS
SIDDHIKA,Siddhika Coatings Limited,2113,NSE,,,SIDDHIKA.NS
SPENTEX,Spentex Industries Limited,2110,NSE,Consumer Cyclical,Textile Manufacturing,SPENTEX.NS
AVSL,AVSL Industries Limited,2076,NSE,,,AVSL.NS
ADROITINFO,Adroit Infotech Limited,2073,NSE,Technology,Information Technology Services,ADROITINFO.NS
DYNAMIC,Dynamic Services & Security Limited,2055,NSE,,,DYNAMIC.NS
UWCSL,Ultra Wiring Connectivity System Limited,2029,NSE,,,UWCSL.NS
RMCL,Radha Madhav Corporation Limited,2029,NSE,Consumer Cyclical,Packaging & Containers,RMCL.NS
KAVVERITEL,Kavveri Telecom Products Limited,2022,NSE,Technology,Communication Equipment,KAVVERITEL.NS
PULZ,Pulz Electronics Limited,2017,NSE,,,PULZ.NS
MPTODAY,Madhya Pradesh Today Media Limited,2008,NSE,,,MPTODAY.NS
TFL,Transwarranty Finance Limited,1957,NSE,Financial Services,Mortgage Finance,TFL.NS
NKIND,NK Industries Limited,1929,NSE,Consumer Defensive,Household & Personal Products,NKIND.NS
GUJRAFFIA,Gujarat Raffia Industries Limited,1892,NSE,78,,GUJRAFFIA.NS
TNTELE,Tamilnadu Telecommunication Limited,1869,NSE,Technology,Communication Equipment,TNTELE.NS
BARTRONICS,Bartronics India Limited,1839,NSE,Technology,Information Technology Services,BARTRONICS.NS
ORTINLAB,Ortin Laboratories Limited,1838,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ORTINLAB.NS
TIJARIA,Tijaria Polypipes Limited,1832,NSE,Industrials,Building Products & Equipment,TIJARIA.NS
PBAINFRA,PBA Infrastructure Limited,1823,NSE,Industrials,Engineering & Construction,PBAINFRA.NS
BTML,Bodhi Tree Multimedia Limited,1801,NSE,,,BTML.NS
KEERTI,Keerti Knowledge and Skills Limited,1758,NSE,Consumer Defensive,Education & Training Services,KEERTI.NS
TECHIN,Techindia Nirman Limited,1748,NSE,Real Estate,Real Estate—Development,TECHIN.NS
KHAITANLTD,Khaitan (India) Limited,1724,NSE,Consumer Cyclical,35,KHAITANLTD.NS
IMPEXFERRO,Impex Ferro Tech Limited,1715,NSE,Basic Materials,Other Industrial Metals & Mining,IMPEXFERRO.NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,1695,NSE,Consumer Cyclical,Luxury Goods,LYPSAGEMS.NS
BKMINDST,Bkm Industries Limited,1638,NSE,Consumer Cyclical,Packaging & Containers,BKMINDST.NS
THOMASCOTT,Thomas Scott (India) Limited,1619,NSE,Consumer Cyclical,Textile Manufacturing,THOMASCOTT.NS
SUBCAPCITY,International Constructions Limited,1610,NSE,,,SUBCAPCITY.NS
ONELIFECAP,Onelife Capital Advisors Limited,1543,NSE,Financial Services,Capital Markets,ONELIFECAP.NS
PREMIER,Premier Limited,1519,NSE,Industrials,Specialty Industrial Machinery,PREMIER.NS
SPRL,Sp Refractories Limited,1512,NSE,,,SPRL.NS
S&SPOWER,S&S Power Switchgears Limited,1463,NSE,Industrials,Electrical Equipment & Parts,S&SPOWER.NS
CMMIPL,CMM Infraprojects Limited,1340,NSE,,,CMMIPL.NS
VICEROY,Viceroy Hotels Limited,1315,NSE,Consumer Cyclical,Lodging,VICEROY.NS
ALPSINDUS,Alps Industries Limited,1291,NSE,Consumer Cyclical,Textile Manufacturing,ALPSINDUS.NS
ABINFRA,A B Infrabuild Limited,1286,NSE,,,ABINFRA.NS
VERA,Vera Synthetic Limited,1283,NSE,,,VERA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,1229,NSE,Industrials,Engineering & Construction,KAUSHALYA.NS
WALPAR,Walpar Nutritions Limited,1226,NSE,,,WALPAR.NS
KALYANI,Kalyani Commercials Limited,1193,NSE,Consumer Cyclical,Auto & Truck Dealerships,KALYANI.NS
BRIGHT,Bright Solar Limited,1153,NSE,,,BRIGHT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,1142,NSE,Financial Services,Capital Markets,NAGREEKCAP.NS
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,1138,NSE,,,SHUBHLAXMI.NS
SANCO,Sanco Industries Limited,1122,NSE,Industrials,Electrical Equipment & Parts,SANCO.NS
UMESLTD,Usha Martin Education & Solutions Limited,1083,NSE,Consumer Defensive,Education & Training Services,UMESLTD.NS
INDLMETER,IMP Powers Limited,1071,NSE,Industrials,Electrical Equipment & Parts,INDLMETER.NS
MASKINVEST,Mask Investments Limited,1059,NSE,Financial Services,Capital Markets,MASKINVEST.NS
SHYAMTEL,Shyam Telecom Limited,1037,NSE,Technology,Communication Equipment,SHYAMTEL.NS
CONTI,Continental Seeds and Chemicals Limited,1030,NSE,,,CONTI.NS
INNOVATIVE,Innovative Tyres and Tubes Limited,999,NSE,,,INNOVATIVE.NS
MINDPOOL,Mindpool Technologies Limited,987,NSE,,,MINDPOOL.NS
ARENTERP,Rajdarshan Industries Limited,987,NSE,Basic Materials,Other Industrial Metals & Mining,ARENTERP.NS
RMDRIP,R M Drip and Sprinklers Systems Limited,983,NSE,,,RMDRIP.NS
RADAAN,Radaan Mediaworks India Limited,975,NSE,Communication Services,Entertainment,RADAAN.NS
PERFECT,Perfect Infraengineers Limited,957,NSE,,,PERFECT.NS
DRL,Dhanuka Realty Limited,936,NSE,,,DRL.NS
AHIMSA,Ahimsa Industries Limited,931,NSE,,,AHIMSA.NS
BLUECOAST,Blue Coast Hotels Limited,918,NSE,Consumer Cyclical,Lodging,BLUECOAST.NS
DESTINY,Destiny Logistics & Infra Limited,877,NSE,,,DESTINY.NS
CANDC,C & C Constructions Limited,865,NSE,Industrials,Engineering & Construction,CANDC.NS
ABNINT,A B N Intercorp Limited,839,NSE,,,ABNINT.NS
ACCORD,Accord Synergy Limited,835,NSE,,,ACCORD.NS
FELIX,Felix Industries Limited,830,NSE,,,FELIX.NS
GLFL,Gujarat Lease Financing Limited,827,NSE,Financial Services,Shell Companies,GLFL.NS
SRIRAM,Shri Ram Switchgears Limited,811,NSE,,,SRIRAM.NS
CREATIVEYE,Creative Eye Limited,802,NSE,Communication Services,Entertainment,CREATIVEYE.NS
EASUNREYRL,Easun Reyrolle Limited,801,NSE,Industrials,Specialty Industrial Machinery,EASUNREYRL.NS
TARAPUR,Tarapur Transformers Limited,790,NSE,Industrials,Specialty Industrial Machinery,TARAPUR.NS
SMVD,SMVD Poly Pack Limited,770,NSE,,,SMVD.NS
OMFURN,Omfurn India Limited,760,NSE,,,OMFURN.NS
NORBTEAEXP,Norben Tea & Exports Limited,758,NSE,Consumer Defensive,Farm Products,NORBTEAEXP.NS
TCIFINANCE,TCI Finance Limited,747,NSE,Financial Services,Credit Services,TCIFINANCE.NS
SABEVENTS,Sab Events & Governance Now Media Limited,708,NSE,Communication Services,Publishing,SABEVENTS.NS
SKSTEXTILE,SKS Textiles Limited,684,NSE,,,SKSTEXTILE.NS
PAEL,PAE Limited,672,NSE,Industrial Goods,Diversified Machinery,PAEL.NS
NIRAJISPAT,Niraj Ispat Industries Limited,672,NSE,,,NIRAJISPAT.NS
DCMFINSERV,DCM Financial Services Limited,657,NSE,Financial Services,Credit Services,DCMFINSERV.NS
LAKPRE,Lakshmi Precision Screws Limited,646,NSE,Industrials,Tools & Accessories,LAKPRE.NS
AMJUMBO,A and M Jumbo Bags Limited,635,NSE,,,AMJUMBO.NS
SABTN,Sri Adhikari Brothers Television Network Limited,629,NSE,Communication Services,Broadcasting,SABTN.NS
AILIMITED,Abhishek Integrations Limited,593,NSE,,,AILIMITED.NS
HOTELRUGBY,Hotel Rugby Limited,544,NSE,Financial Services,Shell Companies,HOTELRUGBY.NS
BHALCHANDR,Bhalchandram Clothing Limited,476,NSE,,,BHALCHANDR.NS
MELSTAR,Melstar Information Technologies Limited,471,NSE,Technology,Software—Application,MELSTAR.NS
MANAV,Manav Infra Projects Limited,458,NSE,,,MANAV.NS
GRETEX,Gretex Industries Limited,449,NSE,,,GRETEX.NS
TRANSWIND,Transwind Infrastructures Limited,448,NSE,,,TRANSWIND.NS
JAINSTUDIO,Jain Studios Limited,182,NSE,Communication Services,Broadcasting,JAINSTUDIO.NS
